School Name,School Type,School Level,School Language,Grade Range,Street,Municipality,City,Province,Postal Code,School Website,Latitude,Longitude
Stella Maris Catholic School,Catholic,Elementary,English,JK-8,31 Ascot Ave,"Toronto, City of",Toronto,Ontario,M6E1E6,http://stellamaris.tcdsb.org,43.67974,-79.4445
Sts Cosmas and Damian Catholic School,Catholic,Elementary,English,JK-8,111 Danesbury Ave,"Toronto, City of",Toronto,Ontario,M6B3L3,http://stscosmasanddamian.tcdsb.org,43.70672,-79.4445
The Divine Infant Catholic School,Catholic,Elementary,English,JK-8,30 Ingleton Blvd,"Toronto, City of",Scarborough,Ontario,M1V3H7,http://TheDivineInfant.tcdsb.org,43.82181,-79.2709
The Holy Trinity Catholic School,Catholic,Elementary,English,JK-8,6 Colonel Samuel Smith Park Drive,"Toronto, City of",Toronto,Ontario,M8V4B7,https://www.tcdsb.org/schools/TheHolyTrinity,43.59763,-79.517
Transfiguration of our Lord Catholic School,Catholic,Elementary,English,JK-8,55 Ludstone Dr,"Toronto, City of",Toronto,Ontario,M9R2J2,http://transfiguration.tcdsb.org,43.69182,-79.563
Venerable John Merlini Catholic School,Catholic,Elementary,English,JK-8,123 Whitfield Ave,"Toronto, City of",Toronto,Ontario,M9L1G9,http://venerablejohnmerlini.tcdsb.org,43.75691,-79.5798
A Y Jackson Secondary School,Public,Secondary,English,9-12,50 Francine Dr,"Toronto, City of",Toronto,Ontario,M2H2G6,http://www.ayjackson.ca,43.80522,-79.3666
ALPHA Alternative Junior School,Public,Elementary,English,JK-6,20 Brant St,"Toronto, City of",Toronto,Ontario,M5V2M1,http://schools.tdsb.on.ca/alpha/,43.64571,-79.3982
ALPHA II Alternative School,Public,Elementary,English,7-8,1141 Bloor St W,"Toronto, City of",Toronto,Ontario,M6H1M9,http://www.tdsb.on.ca/SchoolWeb/_site/viewitem.asp?siteid=10059&pageid=7583&menuid=8663,43.65902,-79.4353
ALPHA II Alternative School,Public,Secondary,English,9-12,35 Calico Drive,"Toronto, City of",North York,Ontario,M3L1V5,http://www.tdsb.on.ca/schools/index.asp?schno=5900,43.7379,-79.50358
Adam Beck Junior Public School,Public,Elementary,English,JK-6,400 Scarborough Rd,"Toronto, City of",Toronto,Ontario,M4E3M8,http://schoolweb.tdsb.on.ca/adambeck,43.68315,-79.2885
Africentric Alternative School,Public,Elementary,English,JK-8,1430 Sheppard Avenue West,"Toronto, City of",Toronto,Ontario,M3M2W9,http://schoolweb.tdsb.on.ca/africentricschool,43.74443,-79.4883
Agincourt Collegiate Institute,Public,Secondary,English,9-12,2621 Midland Ave,"Toronto, City of",Agincourt,Ontario,M1S1R6,http://schoolweb.tdsb.on.ca/agincourtci,43.78887,-79.2789
Agincourt Junior Public School,Public,Elementary,English,JK-6,29 Lockie Ave,"Toronto, City of",Toronto,Ontario,M1S1N3,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=4312,43.78823,-79.281
Agnes Macphail Public School,Public,Elementary,English,JK-8,112 Goldhawk Trail,"Toronto, City of",Scarborough,Ontario,M1V1W5,http://schoolweb.tdsb.on.ca/agnesmacphail/,43.81926,-79.2784
Albert Campbell Collegiate Institute,Public,Secondary,English,9-12,1550 Sandhurst Circle,"Toronto, City of",Toronto,Ontario,M1V1S6,http://schoolweb.tdsb.on.ca/albertcampbell,43.80916,-79.2723
Albion Heights Junior Middle School,Public,Elementary,English,JK-8,45 Lynmont Rd,"Toronto, City of",Etobicoke,Ontario,M9V3W9,http://schoolweb.tdsb.on.ca/albionheights,43.73138,-79.5943
Alexander Muir/Gladstone Ave Junior and Senior Public School,Public,Elementary,English,JK-8,108 Gladstone Ave,"Toronto, City of",Toronto,Ontario,M6J3L2,http://schoolweb.tdsb.on.ca/alexandermuirgladstone,43.64578,-79.4287
Alexander Stirling Public School,Public,Elementary,English,JK-8,70 Fawcett Trail,"Toronto, City of",Scarborough,Ontario,M1B3A9,http://schoolweb.tdsb.on.ca/alexanderstirling,43.81165,-79.2076
Alexmuir Junior Public School,Public,Elementary,English,JK-6,95 Alexmuir Blvd,"Toronto, City of",Scarborough,Ontario,M1V1H6,http://schoolweb.tdsb.on.ca/alexmuir,43.8091,-79.2856
Allenby Junior Public School,Public,Elementary,English,JK-6,391 St Clements Ave,"Toronto, City of",Toronto,Ontario,M5N1M2,http://schoolweb.tdsb.on.ca/allenby,43.70943,-79.4128
Alternative Scarborough Education 1,Public,Secondary,English,9-12,45 Windover Drive,"Toronto, City of",Scarborough,Ontario,M1G1P1,http://schoolweb.tdsb.on.ca/ase1,43.76124,-79.20965
Alvin Curling Public School,Public,Elementary,English,JK-8,50 Upper Rouge Trail,"Toronto, City of",Scarborough,Ontario,M1B6K4,http://schoolweb.tdsb.on.ca/alvincurling,43.80812,-79.1905
Amesbury Middle School,Public,Elementary,English,6-8,201 Gracefield Ave,"Toronto, City of",North York,Ontario,M6L1L7,http://schoolweb.tdsb.on.ca/amesbury,43.70829,-79.4931
Ancaster Public School,Public,Elementary,English,JK-5,44 Ancaster Rd,"Toronto, City of",North York,Ontario,M3K1S6,http://schoolweb.tdsb.on.ca/ancaster,43.73286,-79.467
Annette Street Junior and Senior Public School,Public,Elementary,English,JK-8,265 Annette St,"Toronto, City of",Toronto,Ontario,M6P1R3,http://www.annettestreetpublicschool.com,43.66142,-79.4728
Anson Park Public School,Public,Elementary,English,JK-8,30 MacDuff Cres,"Toronto, City of",Scarborough,Ontario,M1M1X5,http://schoolweb.tdsb.on.ca/ansonpark,43.72612,-79.241
Anson S Taylor Junior Public School,Public,Elementary,English,JK-6,20 Placentia Blvd,"Toronto, City of",Scarborough,Ontario,M1S4C5,http://schoolweb.tdsb.on.ca/ansonstaylor,43.80428,-79.2616
Arbor Glen Public School,Public,Elementary,English,JK-5,55 Freshmeadow Dr,"Toronto, City of",North York,Ontario,M2H3H6,http://schoolweb.tdsb.on.ca/arborglen,43.80948,-79.3557
Armour Heights Public School,Public,Elementary,English,JK-8,148 Wilson Ave,"Toronto, City of",North York,Ontario,M5M3A5,http://www.armourheightsps.ca,43.7409,-79.4195
Avondale Alternative Elementary School,Public,Elementary,English,JK-8,171 Avondale Ave,"Toronto, City of",North York,Ontario,M2N2V4,http://schoolweb.tdsb.on.ca/avondale,43.75967,-79.4002
Avondale Public School,Public,Elementary,English,JK-8,171 Avondale Ave,"Toronto, City of",North York,Ontario,M2N2V4,http://schoolweb.tdsb.on.ca/avondale,43.75967,-79.4002
Avondale Secondary Alternative School,Public,Secondary,English,9-12,24 Silverview Dr Dr,"Toronto, City of",North York,Ontario,M2N2B3,http://schools.tdsb.on.ca/avondalesa,43.78631,-79.4119
Bala Avenue Community School,Public,Elementary,English,JK-5,6 Bala Ave,"Toronto, City of",York,Ontario,M6M2E1,http://www.tdsb.on.ca/SchoolWeb/_site/ViewItem.asp?siteid=10031&menuid=7938&pageid=6928,43.6894,-79.4994
Balmy Beach Community School,Public,Elementary,English,JK-6,14 Pine Ave,"Toronto, City of",Toronto,Ontario,M4E1L6,http://schoolweb.tdsb.on.ca/balmybeach/,43.67643,-79.2898
Bannockburn Public School,Public,Elementary,English,JK-6,12 Bannockburn Avenue,"Toronto, City of",Toronto,Ontario,M5M2M8,,43.73402,-79.42206
Banting and Best Public School,Public,Elementary,English,JK-8,380 Goldhawk Trail,"Toronto, City of",Scarborough,Ontario,M1V4E7,http://schoolweb.tdsb.on.ca/banting,43.82651,-79.2798
Baycrest Public School,Public,Elementary,English,JK-8,50 Ameer Ave,"Toronto, City of",North York,Ontario,M6A2L3,http://schools.tdsb.on.ca/baycrest/,43.72893,-79.44173
Bayview Middle School,Public,Elementary,English,6-8,25 Bunty Lane,"Toronto, City of",North York,Ontario,M2K1W4,http://schoolweb.tdsb.on.ca/bayviewms/,43.77619,-79.3852
Beaches Alternative Junior School,Public,Elementary,English,JK-6,50 Swanwick Ave,"Toronto, City of",Toronto,Ontario,M4E2Z5,http://schoolweb.tdsb.on.ca/beachesalternative,43.68261,-79.2991
Beaumonde Heights Junior Middle School,Public,Elementary,English,JK-8,70 Monterrey Dr,"Toronto, City of",Etobicoke,Ontario,M9V1T1,http://schoolweb.tdsb.on.ca/beaumondeheights/,43.74258,-79.5746
Bedford Park Public School,Public,Elementary,English,JK-8,81 Ranleigh Ave,"Toronto, City of",Toronto,Ontario,M4N1X2,http://bedfordpark.ca,43.72785,-79.4
Bellmere Junior Public School,Public,Elementary,English,JK-6,470 Brimorton Dr,"Toronto, City of",Scarborough,Ontario,M1H2E6,http://schoolweb.tdsb.on.ca/bellmere/,43.77196,-79.2351
Ben Heppner Vocal Music Academy,Public,Elementary,English,4-8,80 Slan Avenue,"Toronto, City of",Scarborough,Ontario,M1G3B5,http://schoolweb.tdsb.on.ca/benheppnervma,43.77468,-79.2152
Bendale Junior Public School,Public,Elementary,English,JK-6,61 Benshire Dr,"Toronto, City of",Scarborough,Ontario,M1H1M4,http://schoolweb.tdsb.on.ca/bendalejr/Home.aspx,43.76256,-79.2449
Bennington Heights Elementary School,Public,Elementary,English,JK-6,76 Bennington Heights Dr,"Toronto, City of",East York,Ontario,M4G1B1,http://schoolweb.tdsb.on.ca/benningtonheights,43.69407,-79.3687
Berner Trail Junior Public School,Public,Elementary,English,JK-6,120 Berner Trail,"Toronto, City of",Toronto,Ontario,M1B1B3,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=4332,43.80156,-79.2211
Bessborough Drive Elementary and Middle School,Public,Elementary,English,JK-8,211 Bessborough Dr,"Toronto, City of",East York,Ontario,M4G3K2,http://schoolweb.tdsb.on.ca/bessborough,43.70721,-79.3701
Beverley Heights Middle School,Public,Elementary,English,6-8,26 Troutbrooke Dr,"Toronto, City of",North York,Ontario,M3M1S5,http://schoolweb.tdsb.on.ca/beverleyheights,43.73302,-79.5048
Beverley School,Public,Elementary,English,JK-8,64 Baldwin St,"Toronto, City of",Toronto,Ontario,M5T1L4,http://schools.tdsb.on.ca/beverley,43.65576,-79.3957
Beverly Glen Junior Public School,Public,Elementary,English,JK-6,85 Beverly Glen Blvd,"Toronto, City of",Scarborough,Ontario,M1W1W4,http://schoolweb.tdsb.on.ca/beverlyglen/,43.79865,-79.3231
Birch Cliff Heights Public School,Public,Elementary,English,JK-8,120 Highview Ave,"Toronto, City of",Toronto,Ontario,M1N2J1,http://schoolweb.tdsb.on.ca/birchcliffhts,43.70173,-79.2598
Birch Cliff Public School,Public,Elementary,English,JK-8,1650 Kingston Rd,"Toronto, City of",Scarborough,Ontario,M1N1S2,http://schoolweb.tdsb.on.ca/birchcliff,43.69198,-79.2656
Birchmount Park Collegiate Institute,Public,Secondary,English,9-12,3663 Danforth Ave,"Toronto, City of",Scarborough,Ontario,M1N2G2,http://schoolweb.tdsb.on.ca/birchmountpark/,43.69775,-79.2594
Blacksmith Public School,Public,Elementary,English,JK-5,45 Blacksmith Cres,"Toronto, City of",North York,Ontario,M3N1V5,http://schoolweb.tdsb.on.ca/blacksmith/,43.77125,-79.5267
Blake Street Junior Public School,Public,Elementary,English,JK-6,21 Boultbee Ave,"Toronto, City of",Toronto,Ontario,M4J1A7,http://schoolweb.tdsb.on.ca/blakestreet,43.6718,-79.3385
Blantyre Public School,Public,Elementary,English,JK-8,290 Blantyre Ave,"Toronto, City of",Scarborough,Ontario,M1N2S4,http://schools.tdsb.on.ca/blantyre/,43.68509,-79.2839
Blaydon Public School,Public,Elementary,English,JK-5,25 Blaydon Ave,"Toronto, City of",North York,Ontario,M3M2C9,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=3030,43.73551,-79.4862
Bliss Carman Senior Public School,Public,Elementary,English,7-8,10 Bellamy Rd S,"Toronto, City of",Scarborough,Ontario,M1M3N8,http://schoolweb.tdsb.on.ca/BlissCarman,43.73264,-79.2256
Bloor Collegiate Institute,Public,Secondary,English,9-12,725 Bathurst St,"Toronto, City of",Toronto,Ontario,M5S2R5,http://schoolweb.tdsb.on.ca/bloorci/,43.65905,-79.437
Bloordale Middle School,Public,Elementary,English,6-8,10 Toledo Rd,"Toronto, City of",Etobicoke,Ontario,M9C2H3,http://schoolweb.tdsb.on.ca/bloordale/,43.63914,-79.5719
Bloorlea Middle School,Public,Elementary,English,6-8,4050 Bloor St W,"Toronto, City of",Etobicoke,Ontario,M9B1M5,http://schoolweb.tdsb.on.ca/bloorlea/,43.63775,-79.555
Blythwood Junior Public School,Public,Elementary,English,JK-6,2 Strathgowan Cres,"Toronto, City of",Toronto,Ontario,M4N2Z5,http://www.tdsb.on.ca/schools/index.asp?schno=5297,43.71993,-79.3895
Bowmore Road Junior and Senior Public School,Public,Elementary,English,JK-8,80 Bowmore Rd,"Toronto, City of",Toronto,Ontario,M4L3J2,http://schoolweb.tdsb.on.ca/bowmore,43.67678,-79.3149
Boys Leadership Academy,Public,Elementary,English,4-8,45 Golfdown Drive,"Toronto, City of",Etobicoke,Ontario,M9W2H8,,43.72315,-79.551
Braeburn Junior School,Public,Elementary,English,JK-5,15 Tandridge Cres,"Toronto, City of",Etobicoke,Ontario,M9W2N8,http://schoolweb.tdsb.on.ca/braeburn/,43.72802,-79.5489
Brian Public School,Public,Elementary,English,JK-5,95 Brian Dr,"Toronto, City of",North York,Ontario,M2J3Y6,http://schoolweb.tdsb.on.ca/brian,43.7822,-79.3318
Briarcrest Junior School,Public,Elementary,English,JK-5,60 Wellesworth Dr,"Toronto, City of",Etobicoke,Ontario,M9C4R3,http://schoolweb.tdsb.on.ca/briarcrest/,43.66646,-79.5801
Bridlewood Junior Public School,Public,Elementary,English,JK-6,60 Bridlewood Blvd,"Toronto, City of",Scarborough,Ontario,M1T1P7,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=4354,43.78079,-79.3151
Brimwood Boulevard Junior Public School,Public,Elementary,English,JK-6,151 Brimwood Blvd,"Toronto, City of",Scarborough,Ontario,M1V1E5,http://schoolweb.tdsb.on.ca/brimwood,43.81171,-79.2738
Broadacres Junior Public School,Public,Elementary,English,JK-5,45 Crendon Dr,"Toronto, City of",Etobicoke,Ontario,M9C3G6,http://schoolweb.tdsb.on.ca/broadacres,43.64806,-79.572
Broadlands Public School,Public,Elementary,English,K-5,106 Broadlands Blvd,"Toronto, City of",North York,Ontario,M3A1J7,http://schoolweb.tdsb.on.ca/broadlands/,43.7459,-79.3166
Brock Public School,Public,Elementary,English,JK-8,93 Margueretta St,"Toronto, City of",Toronto,Ontario,M6H3S4,http://schoolweb.tdsb.on.ca/brock,43.65304,-79.4378
Brookhaven Public School,Public,Elementary,English,JK-5,70 Brookhaven Dr,"Toronto, City of",North York,Ontario,M6M4N8,http://schoolweb.tdsb.on.ca/brookhaven/,43.7025,-79.4957
Brookmill Boulevard Junior Public School,Public,Elementary,English,JK-6,25 Brookmill Blvd,"Toronto, City of",Scarborough,Ontario,M1W2L5,http://schoolweb.tdsb.on.ca/brookmill/Home.aspx,43.80121,-79.3149
Brookside Public School,Public,Elementary,English,JK-8,75 Oasis Blvd,"Toronto, City of",Scarborough,Ontario,M1X0A3,http://schoolweb.tdsb.on.ca/brookside,43.82784,-79.2345
Brookview Middle School,Public,Elementary,English,6-8,4505 Jane St,"Toronto, City of",North York,Ontario,M3N2K7,http://schoolweb.tdsb.on.ca/brookview,43.76745,-79.5172
Brown Junior Public School,Public,Elementary,English,JK-6,454 Avenue Rd,"Toronto, City of",Toronto,Ontario,M4V2J1,http://schoolweb.tdsb.on.ca/brown,43.68491,-79.4013
Bruce Public School,Public,Elementary,English,JK-8,51 Larchmount Ave,"Toronto, City of",Toronto,Ontario,M4M2Y6,http://schoolweb.tdsb.on.ca/bruce,43.66103,-79.3333
Buchanan Public School,Public,Elementary,English,JK-8,4 Bucannan Rd,"Toronto, City of",Scarborough,Ontario,M1R3V3,http://schoolweb.tdsb.on.ca/buchanan,43.75144,-79.2998
Burnhamthorpe Collegiate Institute,Public,Secondary,English,9-12,500 The East Mall,"Toronto, City of",Etobicoke,Ontario,M9B2C4,http://burnhamthorpecollegiate.com,43.64882,-79.5621
Burrows Hall Junior Public School,Public,Elementary,English,JK-6,151 Burrows Hall Blvd,"Toronto, City of",Scarborough,Ontario,M1B1M5,http://schoolweb.tdsb.on.ca/burrowshall,43.79269,-79.2288
C D Farquharson Junior Public School,Public,Elementary,English,JK-6,1965 Brimley Rd,"Toronto, City of",Scarborough,Ontario,M1S2B1,http://schoolweb.tdsb.on.ca/cdfarquharson,43.78446,-79.2661
C R Marchant Middle School,Public,Elementary,English,6-8,1 Ralph St,"Toronto, City of",York,Ontario,M9N3A8,http://crmarchant.com,43.70172,-79.5129
C W Jefferys Collegiate Institute,Public,Secondary,English,9-12,340 Sentinel Rd,"Toronto, City of",North York,Ontario,M3J1T9,http://schoolweb.tdsb.on.ca/cwjefferys/,43.75767,-79.5001
CALC Secondary School,Public,Secondary,English,9-12,1 Danforth Ave,"Toronto, City of",Toronto,Ontario,M4K1M8,http://www.calconline.net,43.67543,-79.36
Calico Public School,Public,Elementary,English,JK-5,35 Calico Dr,"Toronto, City of",North York,Ontario,M3L1V5,http://schoolweb.tdsb.on.ca/calico,43.7379,-79.5036
Cameron Public School,Public,Elementary,English,JK-5,211 Cameron Ave,"Toronto, City of",North York,Ontario,M2N1E8,http://schoolweb.tdsb.on.ca/cameron/,43.75435,-79.4212
Caring and Safe School 1,Public,Secondary,English,9-12,30 Barrhead Cres,"Toronto, City of",Etobicoke,Ontario,M9W3Z7,http://www.tdsb.on.ca/schools/tdsb_school_search/SearchBySchool.asp,43.71947,-79.5662
Caring and Safe School 2,Public,Secondary,English,9-12,1641 Pharmacy Avenue,"Toronto, City of",Scarborough,Ontario,M1R2L2,http://www.tdsb.on.ca/schools/tdsb_school_search/SearchBySchool.asp,43.76775,-79.3139
Caring and Safe School 3,Public,Secondary,English,9-12,720 Midland Avenue,"Toronto, City of",Scarborough,Ontario,M1K4C9,,43.7283,-79.2561
Caring and Safe School 4,Public,Secondary,English,9-12,540 Jones Ave,"Toronto, City of",Toronto,Ontario,M6P4G4,http://www.tdsb.on.ca/schools/tdsb_school_search/SearchBySchool.asp,43.65817,-79.438
Carleton Village Junior and Senior Public School,Public,Elementary,English,JK-8,315 Osler St,"Toronto, City of",Toronto,Ontario,M6N2Z4,http://schoolweb.tdsb.on.ca/carletonvillage,43.67235,-79.46
Cassandra Public School,Public,Elementary,English,JK-5,45 Cassandra Blvd,"Toronto, City of",North York,Ontario,M3A1S5,http://schoolweb.tdsb.on.ca/cassandra/,43.74842,-79.3289
Castlebar Junior School,Public,Elementary,English,JK-5,70 Chartwell Road,"Toronto, City of",Etobicoke,Ontario,M8Z4G6,,43.63071,-79.5141
Cedar Drive Junior Public School,Public,Elementary,English,JK-6,21 Gatesview Ave,"Toronto, City of",Scarborough,Ontario,M1J3G4,http://schoolweb.tdsb.on.ca/cedardrive,43.74658,-79.2148
Cedarbrae Collegiate Institute,Public,Secondary,English,9-12,550 Markham Rd,"Toronto, City of",Scarborough,Ontario,M1H2A2,http://www.cedarbraeci.com/,43.75633,-79.2259
Cedarbrook Public School,Public,Elementary,English,JK-8,56 Nelson St,"Toronto, City of",Scarborough,Ontario,M1J2V6,http://schoolweb.tdsb.on.ca/cedarbrook,43.74729,-79.2302
Cedarvale Community School,Public,Elementary,English,JK-8,145 Ava Rd,"Toronto, City of",York,Ontario,M6C1W4,http://schoolweb.tdsb.on.ca/cedarvale,43.69602,-79.4305
Centennial Road Junior Public School,Public,Elementary,English,JK-6,271 Centennial Rd,"Toronto, City of",Scarborough,Ontario,M1C2A2,http://schoolweb.tdsb.on.ca/centennialroad,43.78695,-79.15
Central Etobicoke High School,Public,Secondary,English,9-12,10 Denfield St,"Toronto, City of",Toronto,Ontario,M9R3H1,http://schoolweb.tdsb.on.ca/centraletobicoke/,43.67901,-79.5555
Central Technical School,Public,Secondary,English,9-12,725 Bathurst St,"Toronto, City of",Toronto,Ontario,M5S2R5,http://schoolweb.tdsb.on.ca/centraltechnicalschool,43.66293,-79.4082
Central Toronto Academy,Public,Secondary,English,9-12,570 Shaw St,"Toronto, City of",Toronto,Ontario,M6G3L6,http://schools.tdsb.on.ca/centraltorontoacademy,43.65797,-79.422
Chalkfarm Public School,Public,Elementary,English,JK-5,100 Chalkfarm Dr,"Toronto, City of",North York,Ontario,M3L1L4,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=3066&Status=L,43.7271,-79.5144
Charles E Webster Public School,Public,Elementary,English,JK-8,1900 Keele St,"Toronto, City of",York,Ontario,M6M3X7,http://schoolweb.tdsb.on.ca/cewebster,43.69343,-79.4751
Charles G Fraser Junior Public School,Public,Elementary,English,JK-6,79 Manning Ave,"Toronto, City of",Toronto,Ontario,M6J2K6,http://schoolweb.tdsb.on.ca/charlesgfraser/,43.64852,-79.4095
Charles Gordon Senior Public School,Public,Elementary,English,7-8,25 Marcos Blvd,"Toronto, City of",Scarborough,Ontario,M1K5A7,http://schoolweb.tdsb.on.ca/charlesgordon,43.7463,-79.2604
Charles H Best Junior and Middle School,Public,Elementary,English,4-8,285 Wilmington Ave,"Toronto, City of",North York,Ontario,M3H5K8,http://schoolweb.tdsb.on.ca/chbest/,43.76744,-79.4586
Charlottetown Junior Public School,Public,Elementary,English,JK-6,85 Charlottetown Blvd,"Toronto, City of",Scarborough,Ontario,M1C2C7,http://schoolweb.tdsb.on.ca/charlottetown/,43.78206,-79.1422
Chartland Junior Public School,Public,Elementary,English,JK-6,109 Chartland Blvd S,"Toronto, City of",Scarborough,Ontario,M1S2R7,http://schoolweb.tdsb.on.ca/chartland,43.79976,-79.2787
Cherokee Public School,Public,Elementary,English,JK-5,390 Cherokee Blvd,"Toronto, City of",North York,Ontario,M2H2W7,http://schoolweb.tdsb.on.ca/cherokee,43.79876,-79.3386
Chester Elementary School,Public,Elementary,English,JK-5,115 Gowan Ave,"Toronto, City of",East York,Ontario,M4K2E4,http://schoolweb.tdsb.on.ca/chester,43.6876,-79.3517
Chester Le Junior Public School,Public,Elementary,English,JK-6,201 Chester Le Blvd,"Toronto, City of",Scarborough,Ontario,M1W2K7,http://schoolweb.tdsb.on.ca/chesterlejps,43.79858,-79.3311
Chief Dan George Public School,Public,Elementary,English,JK-8,185 Generation Blvd,"Toronto, City of",Scarborough,Ontario,M1B2K5,http://schoolweb.tdsb.on.ca/chiefdangeorge,43.80271,-79.1638
Chine Drive Public School,Public,Elementary,English,JK-8,51 Chine Dr,"Toronto, City of",Scarborough,Ontario,M1M2K8,http://schoolweb.tdsb.on.ca/chinedrive,43.70998,-79.2418
Church Street Junior Public School,Public,Elementary,English,JK-6,83 Alexander St,"Toronto, City of",Toronto,Ontario,M4Y1B7,http://schoolweb.tdsb.on.ca/churchstreet,43.6636,-79.3792
Churchill Heights Public School,Public,Elementary,English,JK-8,749 Brimorton Dr,"Toronto, City of",Scarborough,Ontario,M1G2S4,http://schoolweb.tdsb.on.ca/churchillheights,43.77305,-79.2245
Churchill Public School,Public,Elementary,English,JK-5,188 Churchill Ave,"Toronto, City of",North York,Ontario,M2N1Z5,http://schoolweb.tdsb.on.ca/churchill,43.77075,-79.427
City School,Public,Secondary,English,9-12,635 Queen's Quay W,"Toronto, City of",Toronto,Ontario,M5V3G3,http://www.cityschooltoronto.com,43.63586,-79.3971
City View Alternative Senior School,Public,Elementary,English,7-8,38 Shirley Street,"Toronto, City of",Toronto,Ontario,M6K1S9,http://schoolweb.tdsb.on.ca/cityview,43.64852,-79.4367
Claireville Junior School,Public,Elementary,English,JK-5,350 Silverstone Dr,"Toronto, City of",Etobicoke,Ontario,M9V3J4,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=2067&Status=L,43.74793,-79.599
Clairlea Public School,Public,Elementary,English,JK-8,25 Rosalind Cres,"Toronto, City of",Scarborough,Ontario,M1L2X1,http://schoolweb.tdsb.on.ca/clairlea,43.71647,-79.2963
Claude Watson School for the Arts,Public,Elementary,English,1-8,130 Doris Avenue,"Toronto, City of",North York,Ontario,M2N0A8,http://www.claudewatson.org,43.76568,-79.4094
Cliffside Public School,Public,Elementary,English,JK-8,27 East Haven Dr,"Toronto, City of",Scarborough,Ontario,M1N1M1,http://schoolweb.tdsb.on.ca/cliffside/,43.70488,-79.2504
Cliffwood Public School,Public,Elementary,English,JK-6,140 Cliffwood Rd,"Toronto, City of",North York,Ontario,M2H2E4,http://schoolweb.tdsb.on.ca/cliffwood,43.80628,-79.3601
Clinton Street Junior Public School,Public,Elementary,English,JK-6,460 Manning Ave,"Toronto, City of",Toronto,Ontario,M6G2V7,http://schoolweb.tdsb.on.ca/clintonstreet,43.65764,-79.414
Contact Alternative School School,Public,Secondary,English,9-12,132 Saint Patrick St,"Toronto, City of",Toronto,Ontario,M5T1V1,http://www.alt9.ca,43.65373,-79.3903
Cordella Junior Public School,Public,Elementary,English,JK-8,175 Cordella Ave,"Toronto, City of",York,Ontario,M6N2K1,http://schoolweb.tdsb.on.ca/cordella,43.67906,-79.4876
Cornell Junior Public School,Public,Elementary,English,JK-6,61 Holmfirth Terr,"Toronto, City of",Scarborough,Ontario,M1G1G8,http://schoolweb.tdsb.on.ca/cornell,43.75939,-79.218
Corvette Junior Public School,Public,Elementary,English,JK-6,30 Corvette Ave,"Toronto, City of",Scarborough,Ontario,M1K3G2,http://schoolweb.tdsb.on.ca/corvette,43.72648,-79.2622
Cosburn Middle School,Public,Elementary,English,6-8,520 Cosburn Ave,"Toronto, City of",East York,Ontario,M4J2P1,http://schoolweb.tdsb.on.ca/cosburn,43.69419,-79.3309
Cottingham Junior Public School,Public,Elementary,English,JK-6,85 Birch Ave,"Toronto, City of",Toronto,Ontario,M4V1E3,http://schoolweb.tdsb.on.ca/cottingham,43.68037,-79.3956
Courcelette Public School,Public,Elementary,English,JK-8,100 Fallingbrook Rd,"Toronto, City of",Scarborough,Ontario,M1N2T6,http://schoolweb.tdsb.on.ca/courcelette/,43.67932,-79.2787
Crescent Town Elementary School,Public,Elementary,English,JK-5,4 Massey Square,"Toronto, City of",East York,Ontario,M4C5M9,http://schoolweb.tdsb.on.ca/crescenttown,43.69683,-79.2925
Cresthaven Public School,Public,Elementary,English,JK-5,46 Cresthaven Dr,"Toronto, City of",North York,Ontario,M2H1M1,http://schoolweb.tdsb.on.ca/cresthavenps,43.79731,-79.3636
Crestview Public School,Public,Elementary,English,JK-5,101 Seneca Hill Dr,"Toronto, City of",Toronto,Ontario,M2J2W3,http://schoolweb.tdsb.on.ca/crestview,43.78843,-79.3598
Cummer Valley Middle School,Public,Elementary,English,6-8,70 Maxome Ave,"Toronto, City of",North York,Ontario,M2M3K1,http://schoolweb.tdsb.on.ca/cummervalley,43.7882,-79.4015
D A Morrison Middle School,Public,Elementary,English,6-8,271 Gledhill Ave,"Toronto, City of",East York,Ontario,M4C4L2,http://schoolweb.tdsb.on.ca/damorrison/,43.69539,-79.3117
Dallington Public School,Public,Elementary,English,JK-5,18 Dallington Dr,"Toronto, City of",North York,Ontario,M2J2G3,http://schoolweb.tdsb.on.ca/dallington,43.77712,-79.3547
Danforth Collegiate Institute and Technical School,Public,Secondary,English,9-12,800 Greenwood Ave,"Toronto, City of",Toronto,Ontario,M4J4B7,http://www.danforthcti.com,43.68283,-79.3341
Danforth Gardens Public School,Public,Elementary,English,JK-8,20 Santamonica Blvd,"Toronto, City of",Scarborough,Ontario,M1L4H4,http://schoolweb.tdsb.on.ca/danforthgardens,43.70845,-79.271
David Hornell Junior School,Public,Elementary,English,JK-5,32 Victoria St,"Toronto, City of",Etobicoke,Ontario,M8V1M6,http://schoolweb.tdsb.on.ca/davidhornell,43.61933,-79.4889
